1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
106.87,131.3,128.99,121.21,142.46,163.37,272.61,525.11,907.2,909.72,696.11,610.92,678.44,866.18,1027.37,882.94,651.22,376.31,562.46,1028.07,504.62,693.7,627.55,810.71,895.92,1379.37,1434.46,1897.13,1124.47,1682.77,2051,1825.74,1997.05,2011.34,1915.59,1961.31,2026.46,2467.49,2041.04,2197.67,2873.47,2977.65
