"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~9세","2016년_계_10~19세","2016년_계_20~29세","2016년_계_30~39세","2016년_계_40~49세","2016년_계_50~59세","2016년_계_60~69세","2016년_계_70~79세","2016년_계_80~89세","2016년_계_90~99세","2016년_계_100세 이상","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~9세","2017년_계_10~19세","2017년_계_20~29세","2017년_계_30~39세","2017년_계_40~49세","2017년_계_50~59세","2017년_계_60~69세","2017년_계_70~79세","2017년_계_80~89세","2017년_계_90~99세","2017년_계_100세 이상","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~9세","2018년_계_10~19세","2018년_계_20~29세","2018년_계_30~39세","2018년_계_40~49세","2018년_계_50~59세","2018년_계_60~69세","2018년_계_70~79세","2018년_계_80~89세","2018년_계_90~99세","2018년_계_100세 이상","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상"
"전라북도 전주시 (4511000000)","651,744","651,744","60,677","83,381","89,156","88,492","112,244","100,452","63,383","36,669","15,287","1,875","128","648,964","648,964","58,489","79,858","89,997","85,393","111,027","101,531","65,437","38,612","16,386","2,099","135","651,091","651,091","57,289","76,831","91,034","84,444","108,813","104,469","68,149","40,243","17,390","2,278","151","654,394","654,394","56,268","74,271","91,782","82,942","108,081","105,617","72,359","41,760","18,632","2,515","167","657,432","657,432","54,217","71,736","92,971","81,910","107,117","105,997","76,853","44,098","19,593","2,779","161","657,269","657,269","51,443","70,071","92,498","80,960","104,928","107,276","81,129","44,980","20,859","3,054","71"
"전라북도 전주시 완산구 (4511100000)","361,845","361,845","32,069","46,846","50,040","47,732","62,407","57,013","35,861","20,062","8,665","1,089","61","359,012","359,012","30,621","44,345","50,465","46,131","61,183","57,454","37,147","21,155","9,218","1,224","69","345,065","345,065","27,368","40,340","49,555","42,752","56,758","57,406","38,111","21,755","9,606","1,332","82","338,839","338,839","25,622","37,995","48,934","40,252","54,777","57,010","39,956","22,584","10,201","1,423","85","339,718","339,718","24,846","36,192","49,504","39,993","53,471","57,050","42,407","23,936","10,652","1,585","82","335,804","335,804","23,057","34,610","48,640","39,088","51,369","57,172","44,491","24,351","11,256","1,728","42"
"전라북도 전주시 덕진구 (4511300000)","289,899","289,899","28,608","36,535","39,116","40,760","49,837","43,439","27,522","16,607","6,622","786","67","289,952","289,952","27,868","35,513","39,532","39,262","49,844","44,077","28,290","17,457","7,168","875","66","306,026","306,026","29,921","36,491","41,479","41,692","52,055","47,063","30,038","18,488","7,784","946","69","315,555","315,555","30,646","36,276","42,848","42,690","53,304","48,607","32,403","19,176","8,431","1,092","82","317,714","317,714","29,371","35,544","43,467","41,917","53,646","48,947","34,446","20,162","8,941","1,194","79","321,465","321,465","28,386","35,461","43,858","41,872","53,559","50,104","36,638","20,629","9,603","1,326","29"
"전라북도 전주시효자출장소 (4511800000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라북도 군산시 (4513000000)","277,551","277,551","26,427","31,036","30,887","38,630","46,508","43,811","31,620","19,231","8,258","1,046","97","274,997","274,997","25,186","30,076","30,402","36,372","46,306","43,572","32,650","20,507","8,677","1,145","104","272,645","272,645","24,015","28,861","30,153","34,694","45,137","44,194","34,043","20,949","9,220","1,266","113","270,131","270,131","22,577","27,804","29,863","32,680","44,459","44,144","35,678","21,727","9,704","1,386","109","267,859","267,859","20,951","26,830","29,721","30,705","43,433","43,964","37,597","22,900","10,068","1,566","124","265,304","265,304","19,483","26,150","29,021","29,074","42,523","44,185","39,086","23,380","10,670","1,691","41"
"전라북도 익산시 (4514000000)","300,479","300,479","25,367","34,255","38,584","36,384","48,676","49,782","33,815","21,702","10,503","1,313","98","300,187","300,187","24,141","33,323","39,934","34,736","47,636","49,996","35,226","22,565","11,058","1,469","103","294,062","294,062","22,504","31,400","38,751","32,819","45,329","50,388","36,637","22,963","11,574","1,595","102","287,771","287,771","20,933","29,537","37,385","30,665","43,391","50,077","38,283","23,441","12,168","1,790","101","282,276","282,276","19,166","27,908","36,202","28,467","41,935","48,996","40,484","24,521","12,506","1,985","106","278,113","278,113","17,514","27,014","34,997","27,390","40,310","48,537","42,355","24,794","13,030","2,131","41"
"전라북도 익산시함열출장소 (4514500000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라북도 정읍시 (4518000000)","115,173","115,173","8,119","12,109","11,716","11,281","17,080","18,913","15,077","13,069","6,932","795","82","113,776","113,776","7,675","11,515","11,532","10,664","16,630","18,867","15,425","13,282","7,187","918","81","112,169","112,169","7,310","10,825","11,299","10,121","16,002","19,011","15,688","13,318","7,492","1,015","88","110,541","110,541","6,903","10,269","10,928","9,455","15,430","18,935","16,162","13,309","7,936","1,108","106","108,508","108,508","6,370","9,664","10,604","8,867","14,824","18,394","16,923","13,403","8,184","1,162","113","106,487","106,487","5,840","9,257","10,199","8,394","14,043","18,118","17,772","13,055","8,507","1,255","47"
"전라북도 남원시 (4519000000)","84,188","84,188","6,121","9,024","8,155","7,855","12,598","13,727","11,452","9,494","5,071","662","29","83,281","83,281","5,818","8,515","8,103","7,482","12,165","13,837","11,580","9,628","5,364","758","31","82,554","82,554","5,556","8,145","8,035","7,195","11,539","14,123","11,795","9,666","5,594","865","41","81,441","81,441","5,299","7,700","7,703","6,789","11,054","13,997","12,327","9,680","5,939","909","44","80,662","80,662","5,011","7,331","7,569","6,417","10,747","13,704","12,945","9,827","6,121","949","41","79,431","79,431","4,595","7,093","7,320","6,020","10,118","13,595","13,508","9,676","6,425","1,052","29"
"전라북도 김제시 (4521000000)","87,782","87,782","5,663","7,415","8,210","8,281","11,664","14,821","13,332","11,239","6,318","772","67","86,926","86,926","5,473","7,158","8,066","7,886","11,415","14,606","13,395","11,416","6,585","868","58","85,331","85,331","5,089","6,751","7,851","7,511","10,812","14,583","13,675","11,221","6,815","967","56","83,895","83,895","4,718","6,492","7,537","7,065","10,388","14,272","14,043","11,113","7,138","1,069","60","82,450","82,450","4,307","6,166","7,231","6,645","9,991","13,704","14,562","11,402","7,166","1,200","76","80,913","80,913","3,874","6,040","6,942","6,196","9,549","13,237","15,081","11,203","7,495","1,257","39"
"전라북도 완주군 (4571000000)","95,480","95,480","9,430","9,096","9,764","12,716","14,392","14,950","11,656","8,606","4,304","536","30","95,975","95,975","9,180","9,101","9,593","12,312","14,476","15,195","12,108","8,847","4,500","629","34","94,444","94,444","8,446","8,826","9,360","11,416","13,931","15,539","12,552","8,851","4,814","675","34","92,220","92,220","7,601","8,459","9,082","10,153","13,617","15,482","13,058","8,910","5,098","723","37","91,609","91,609","6,911","8,311","8,956","9,408","13,548","15,254","13,858","9,267","5,259","794","43","91,142","91,142","6,324","8,177","8,745","8,842","13,207","15,316","14,830","9,295","5,506","878","22"
"전라북도 진안군 (4572000000)","26,069","26,069","1,638","2,029","2,092","2,146","3,284","4,594","4,152","3,778","2,072","259","25","26,271","26,271","1,582","1,975","2,120","2,061","3,246","4,680","4,296","3,838","2,166","282","25","25,963","25,963","1,502","1,837","2,048","1,973","3,046","4,735","4,377","3,838","2,274","309","24","25,697","25,697","1,398","1,732","2,049","1,830","2,898","4,656","4,595","3,790","2,376","349","24","25,394","25,394","1,276","1,680","1,969","1,635","2,748","4,516","4,855","3,829","2,491","367","28","24,987","24,987","1,147","1,619","1,810","1,507","2,536","4,420","5,215","3,729","2,610","386","8"
"전라북도 무주군 (4573000000)","24,949","24,949","1,635","1,963","2,079","2,138","3,312","4,313","3,706","3,647","1,893","251","12","24,809","24,809","1,494","1,954","2,041","1,998","3,231","4,296","3,884","3,622","2,007","271","11","24,589","24,589","1,397","1,924","1,996","1,908","3,082","4,328","3,998","3,561","2,094","290","11","24,303","24,303","1,273","1,869","1,917","1,804","2,968","4,290","4,207","3,423","2,219","318","15","24,036","24,036","1,212","1,820","1,782","1,700","2,875","4,205","4,392","3,380","2,317","331","22","23,748","23,748","1,066","1,772","1,697","1,622","2,720","4,122","4,664","3,253","2,468","343","21"
"전라북도 장수군 (4574000000)","23,628","23,628","1,655","1,879","2,041","2,136","2,994","3,963","3,737","3,240","1,745","222","16","23,003","23,003","1,483","1,793","1,903","1,927","2,876","3,922","3,784","3,208","1,830","257","20","23,221","23,221","1,356","1,829","2,029","1,879","2,814","4,015","3,885","3,230","1,898","270","16","22,441","22,441","1,238","1,714","1,786","1,712","2,654","3,868","4,031","3,111","2,035","273","19","22,085","22,085","1,156","1,658","1,669","1,553","2,582","3,682","4,216","3,136","2,121","291","21","21,695","21,695","1,025","1,627","1,548","1,400","2,405","3,635","4,394","3,075","2,258","316","12"
