1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
607.44,681.27,731.49,776.15,806,870.53,881.33,822.41,730.53,671.38,707.97,733.6,780.84,802.73,803.62,771.04,804.78,951.11,1398.88,1189.48,1130.61,1290.83,1251.24,1191.89,1144.67,1024.31,955.51,929.2,1102.59,1276.4,1156.26,1108.11,1126.88,1095.04,1053.22,1131.49,1160.5,1130.84,1100.3,1165.65,1180.05,1144.42
