1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
65367.8,72933.5,78349.5,87760.5,97511.3,101296.2,116836,147949.3,199592.6,246928.8,283365.2,330657.9,355515.8,392730.5,463431.9,566595.1,610163.9,570594.3,382854.7,497253.7,576482.7,547743.1,626989.2,702696.2,792532,934707.9,1052610.2,1172464.5,1049167.7,943708.5,1143672.2,1253289.5,1278046.6,1370633,1484488.5,1466038.9,1499679.8,1623074.1,1725373.4,1651422.9,1637895.8,1798533.8
