사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Apr-22,6호선,2637,동묘앞,162850,168729,63876,58667
Apr-22,6호선,2638,창신,78665,63981,17027,16035
Apr-22,6호선,2639,보문,172133,155687,26842,25315
Apr-22,6호선,2640,안암(고대병원앞),307091,307347,30679,29488
Apr-22,6호선,2641,고려대(종암),194734,188863,31114,31550
Apr-22,6호선,2642,월곡(동덕여대),257257,247824,62960,62880
Apr-22,6호선,2643,상월곡(한국과학기술연구원),134649,119338,35967,34904
Apr-22,6호선,2644,돌곶이,202285,183255,52977,51956
Apr-22,6호선,2645,석계,265947,278500,70028,70214
Apr-22,6호선,2646,태릉입구,125748,140012,27246,27917
Apr-22,6호선,2647,화랑대(서울여대입구),278917,213836,43545,39448
Apr-22,6호선,2648,봉화산(서울의료원),188548,176071,43871,43435
Apr-22,6호선,2649,신내,6,0,0,0
Apr-22,7호선,2711,장암,52596,21155,10682,7843
Apr-22,7호선,2712,도봉산,212108,243010,49168,70077
Apr-22,7호선,2713,수락산,264074,253456,89023,89497
Apr-22,7호선,2714,마들,267466,245557,76567,75907
Apr-22,7호선,2715,노원,415239,442002,105528,106313
Apr-22,7호선,2716,중계,307600,275264,84288,80709
Apr-22,7호선,2717,하계,394135,364036,94886,91684
Apr-22,7호선,2718,공릉(서울과학기술대),282781,274825,64808,65114
Apr-22,7호선,2719,태릉입구,203887,193319,40201,37838
Apr-22,7호선,2720,먹골,217050,206897,58560,59032
Apr-22,7호선,2721,중화,234828,225204,58523,58385
Apr-22,7호선,2722,상봉(시외버스터미널),393462,367358,65559,63095
Apr-22,7호선,2723,면목,350178,330890,88162,90575
Apr-22,7호선,2724,사가정,351630,348618,90866,90933
Apr-22,7호선,2725,용마산(용마폭포공원),134733,128594,32885,35197
Apr-22,7호선,2726,중곡,235438,212473,56529,56996
Apr-22,7호선,2727,군자(능동),333311,255476,70719,61873
Apr-22,7호선,2728,어린이대공원(세종대),376769,387390,43440,43697
Apr-22,7호선,2729,건대입구,307062,332627,48570,43920
Apr-22,7호선,2730,뚝섬유원지,304947,295295,42227,42037
Apr-22,7호선,2731,청담,424153,486262,67777,65283
Apr-22,7호선,2732,강남구청,365713,412649,44180,44787
Apr-22,7호선,2733,학동,532351,577175,53778,51002
Apr-22,7호선,2734,논현,461917,510217,44967,44416
Apr-22,7호선,2735,반포,128836,125174,29885,28569
Apr-22,7호선,2736,고속터미널,386231,309681,66168,56261
Apr-22,7호선,2737,내방,306693,316593,59724,58360
Apr-22,7호선,2738,이수,355412,343228,68772,65290
Apr-22,7호선,2739,남성,235607,212411,63286,62480
Apr-22,7호선,2740,숭실대입구(살피재),328918,328622,54707,57428
Apr-22,7호선,2741,상도,245927,237478,53669,51231
Apr-22,7호선,2742,장승배기,182980,174364,56550,57768
Apr-22,7호선,2743,신대방삼거리,366615,341506,81349,82736
Apr-22,7호선,2744,보라매,226922,225402,40007,39514
Apr-22,7호선,2745,신풍,247427,232376,64815,64789
Apr-22,7호선,2746,대림(구로구청),187828,190955,32200,31148
Apr-22,7호선,2747,남구로,341172,361847,55099,55248
Apr-22,7호선,2748,가산디지털단지,988897,991997,81541,77441
Apr-22,7호선,2749,철산,473085,483570,90062,89234
Apr-22,7호선,2750,광명사거리,466648,451883,136056,139991
Apr-22,7호선,2751,천왕,250522,234172,50762,50379
Apr-22,7호선,2752,온수(성공회대입구),242095,229485,37326,35613
Apr-22,7호선,2753,까치울,3,0,0,0
Apr-22,7호선,2754,부천종합운동장,1,0,0,0
Apr-22,7호선,2756,신중동,1,0,0,0
Apr-22,7호선,2757,부천시청,3,0,1,0
Apr-22,7호선,2758,상동,3,0,0,0
Apr-22,7호선,2759,삼산체육관,2,0,0,0
Apr-22,7호선,2760,굴포천,1,0,0,0
Apr-22,8호선,2811,암사,405930,349113,95978,94028
Apr-22,8호선,2812,천호(풍납토성),328817,394483,74059,71535
Apr-22,8호선,2813,강동구청,213250,218921,56998,56765
Apr-22,8호선,2814,몽촌토성(평화의문),140773,142153,33055,31692
Apr-22,8호선,2815,잠실(송파구청),358645,435169,67134,65260
Apr-22,8호선,2816,석촌,174317,219008,48508,52861
Apr-22,8호선,2817,송파,167254,162816,51543,51213
Apr-22,8호선,2818,가락시장,148061,171149,56090,56597
Apr-22,8호선,2819,문정,479762,506684,53572,53346
Apr-22,8호선,2820,장지,392564,374500,71616,67996
Apr-22,8호선,2821,복정,229408,191421,37004,32868
Apr-22,8호선,2822,산성,122974,119392,29141,32836
Apr-22,8호선,2823,남한산성입구(성남법원.검찰청),331770,298448,74412,71715
Apr-22,8호선,2824,단대오거리,236617,220723,67432,64658
Apr-22,8호선,2825,신흥,83922,90830,32369,33639
Apr-22,8호선,2826,수진,107904,95351,40938,39834
Apr-22,8호선,2827,모란,84499,71979,53694,42084
Apr-22,8호선,2828,남위례,109091,113967,22648,22464
Apr-22,9호선,4101,개화,53396,38727,12899,10457
Apr-22,9호선,4102,김포공항,200819,313596,18220,23188
Apr-22,9호선,4103,공항시장,60157,63207,23144,25453
Apr-22,9호선,4104,신방화,142140,134122,42049,41764
Apr-22,9호선,4105,마곡나루(서울식물원),295662,292757,31205,30848
Apr-22,9호선,4106,양천향교,218518,219780,41536,41270
Apr-22,9호선,4107,가양,438454,419115,117004,112893
Apr-22,9호선,4108,증미,149498,142303,37631,37585
Apr-22,9호선,4109,등촌,224567,211182,72874,72932
Apr-22,9호선,4110,염창,402488,380846,66139,64375
Apr-22,9호선,4111,신목동,90627,77733,20712,18886
Apr-22,9호선,4112,선유도,196367,186983,28448,27177
Apr-22,9호선,4113,당산,442372,436485,57397,52516
Apr-22,9호선,4114,국회의사당,389328,404268,62140,52625
Apr-22,9호선,4115,여의도,674325,656834,45242,42478
Apr-22,9호선,4116,샛강,127691,132381,23922,23917
Apr-22,9호선,4117,노량진,649267,629868,80783,78973
Apr-22,9호선,4118,노들,96134,78450,29004,26287
Apr-22,9호선,4119,흑석(중앙대입구),189703,191136,49966,49713
Apr-22,9호선,4120,동작(현충원),51456,41797,17374,14897
Apr-22,9호선,4121,구반포,25359,26982,10562,10582
Apr-22,9호선,4122,신반포,79820,79309,19124,18697
Apr-22,9호선,4123,고속터미널,324748,425395,52110,58214
Apr-22,9호선,4124,사평,74399,71097,18824,18536
Apr-22,9호선,4125,신논현,798149,801351,55708,50809
Apr-22,공항철도 1호선,4201,서울역,209709,201742,29388,26404
Apr-22,공항철도 1호선,4202,공덕,53891,74076,6910,8263
Apr-22,공항철도 1호선,4203,홍대입구,278666,282298,16328,15109
Apr-22,공항철도 1호선,4204,디지털미디어시티,315470,294535,23166,22012
Apr-22,공항철도 1호선,4206,마곡나루(서울식물원),205288,203666,13824,14041
Apr-22,공항철도 1호선,4207,김포공항,331716,178198,25058,16000
Apr-22,공항철도 1호선,4208,계양,257237,241980,29061,26930
Apr-22,공항철도 1호선,4209,검암,163830,163955,15757,16239
Apr-22,공항철도 1호선,4210,청라국제도시,173497,163774,11895,11868
Apr-22,공항철도 1호선,4211,운서,173577,175092,27611,27688
Apr-22,공항철도 1호선,4212,공항화물청사,50616,55065,8606,8546
Apr-22,공항철도 1호선,4213,인천공항1터미널,122968,117117,15726,15638
Apr-22,공항철도 1호선,4215,인천공항2터미널,69005,61140,7520,7020
Apr-22,공항철도 1호선,4217,영종,72163,72678,20791,20598
Apr-22,9호선2~3단계,4126,언주,238444,245112,25228,24843
Apr-22,9호선2~3단계,4127,선정릉,220331,245901,21248,21991
Apr-22,9호선2~3단계,4128,삼성중앙,146992,155725,20811,20801
Apr-22,9호선2~3단계,4129,봉은사,385870,400690,40857,39376
Apr-22,9호선2~3단계,4130,종합운동장,101903,104051,16923,15810
Apr-22,9호선2~3단계,4131,삼전,151675,143370,32572,31296
Apr-22,9호선2~3단계,4132,석촌고분,135161,130124,29259,29607
Apr-22,9호선2~3단계,4133,석촌,216561,194462,32652,28771
Apr-22,9호선2~3단계,4134,송파나루,125755,131805,23955,24675
Apr-22,9호선2~3단계,4135,한성백제,57111,49981,14981,13212
Apr-22,9호선2~3단계,4136,올림픽공원(한국체대),160238,162437,27268,27276
Apr-22,9호선2~3단계,4137,둔촌오륜,25521,22394,5931,6293
Apr-22,9호선2~3단계,4138,중앙보훈병원,200183,171938,69041,67879
Apr-22,우이신설선,4701,북한산우이,57931,52691,34284,36417
Apr-22,우이신설선,4702,솔밭공원,41214,36166,27369,28939
Apr-22,우이신설선,4703,4.19민주묘지,63832,61598,35344,31378
Apr-22,우이신설선,4704,가오리,69731,65161,44762,45620
Apr-22,우이신설선,4705,화계,55749,48315,38261,38354
Apr-22,우이신설선,4706,삼양,30127,30239,25300,27610
Apr-22,우이신설선,4707,삼양사거리,34662,34788,33013,32842
Apr-22,우이신설선,4708,솔샘,120380,107121,36341,37435
Apr-22,우이신설선,4709,북한산보국문,130088,117231,40692,40352
Apr-22,우이신설선,4710,정릉,89348,76274,43499,40354
Apr-22,우이신설선,4711,성신여대입구(돈암),65587,76849,26237,25469
Apr-22,우이신설선,4712,보문,28590,28356,13599,13637
Apr-22,우이신설선,4713,신설동,32789,33947,25831,22969
